group_farm-farm_location,group_farm-farm_size,group_farm-farm_size_unit,group_farm-measurement_unit_other,group_farm-land_ownership,group_farm-land_ownership_other,group_farm-cropping_area,group_farm-cropping_area_unit,group_farm-cropping_area_other,group_farm-land_use,group_farm-land_use_other,group_soil-soil_quality,group_soil-soil_quality_indicators,group_soil-soil_types,group_soil-num_soil_types,group_soil-soil_types_description,group_soil-soil_surface,group_soil-rock_gravel,group_soil_erosion-erosion_prevalence,group_soil_erosion-erosion_type_farm,group_soil_erosion-erosion_control_measures,group_soil_erosion-erosion_control_description,group_crop_production-crop_type,group_crop_production-crop_type_other,group_crop_production-crop_production,group_crop_production-crop_production_other,group_crop_production-crop_productivity_enhance,group_crop_production-crop_productivity_other,farm_management-crop_rotation,farm_management-fallowing,farm_management-fallow_percent,farm_management-fallow_years,farm_management-burning,farm_management-crop_residue,farm_management-crop_residue_other,farm_management-farmyard_manure_use,farm_management-manure_use_crops,farm_management-compost_use,farm_management-compost_use_crops,farm_management-mulch_use,farm_management-mulch_use_crops,farm_management-chemical_fertilizer_use,farm_management-fertilizer_use_crops,farm_management-herbicide_use,farm_management-pesticide_use,PARENT_KEY,KEY,SET-OF-farm_details
2,45.0000000000,4,Cents,1,"",1.5000000000,2,"",1,"",Medium,Soil colour and texture,0,"","",2,1,0,"","","",16,Coconut and banana,6,"",2 3,"",0,0,"","",0,4 5,Leaves of Coconut for household purpose,1,16,0,"",0,"",0,"",0,0,uuid:996adc5a-3fa9-4b54-97a7-2579e87445f1,uuid:996adc5a-3fa9-4b54-97a7-2579e87445f1/farm_details[4],uuid:996adc5a-3fa9-4b54-97a7-2579e87445f1/farm_details
2,1.0000000000,2,"",6,"",1.0000000000,2,"",1,"",Medium,Through yield and soil testing,0,"","",2,1,0,"","","",1,"",2 1 3,"",2 5,"",0,0,"","",0,4 2,"",0,"",0,"",0,"",0,"",0,0,uuid:3b88fe4e-2fe5-42b2-98c0-ac3efaffca66,uuid:3b88fe4e-2fe5-42b2-98c0-ac3efaffca66/farm_details[1],uuid:3b88fe4e-2fe5-42b2-98c0-ac3efaffca66/farm_details
1,5.0000000000,2,"",2,"",5.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,2,0,"","","",16 7,"Castor, tomato groundnut",6 7 8,"",2 1 5,"",1,0,"","",1,4,"",1,16 7,0,"",0,"",1,7 16,0,1,uuid:f90b3d93-0492-48f6-8b4c-645205585148,uuid:f90b3d93-0492-48f6-8b4c-645205585148/farm_details[1],uuid:f90b3d93-0492-48f6-8b4c-645205585148/farm_details
2,0.5000000000,2,"",4,"",0.5000000000,2,"",1,"",Medium,Based on the earthworms and earthworms castings present in the field,0,"","",1,2,0,"","","",1,"",1 2 3 4 6 7,"",3,"",0,1,100.0000000000,0.5000000000,0,2,"",0,"",1,1,0,"",0,"",0,0,uuid:bb351ec4-b538-4603-bed1-3ff3f8084819,uuid:bb351ec4-b538-4603-bed1-3ff3f8084819/farm_details[1],uuid:bb351ec4-b538-4603-bed1-3ff3f8084819/farm_details
3,1.0000000000,2,"",4,"",1.0000000000,2,"",1,"",Medium,Based on the colour and porosity capacity of the soil,1,2,Black soils; Red soils,1,2,1,1,3,"",2 14 16,Pippali,4 1 2 3 8,"",3 4 5,"",0,1,50.0000000000,0.5000000000,0,2,"",0,"",1,2 14,0,"",0,"",0,0,uuid:bb351ec4-b538-4603-bed1-3ff3f8084819,uuid:bb351ec4-b538-4603-bed1-3ff3f8084819/farm_details[2],uuid:bb351ec4-b538-4603-bed1-3ff3f8084819/farm_details
1,3.9200000000,2,"",2,"",3.9200000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16,"Groundnut, tomato",6 7 8,"",2 1,"",1,0,"","",0,4,"",1,16,0,"",0,"",1,16,0,1,uuid:5a674124-070f-415f-9dd3-6497b77e98a1,uuid:5a674124-070f-415f-9dd3-6497b77e98a1/farm_details[1],uuid:5a674124-070f-415f-9dd3-6497b77e98a1/farm_details
1,2.5000000000,2,"",2,"",2.5000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16,"Groundnut, tomato",6 7,"",1 2,"",1,0,"","",0,4,"",1,16,0,"",0,"",1,16,0,1,uuid:91c51c89-cf44-40df-bc57-5b700ea2e690,uuid:91c51c89-cf44-40df-bc57-5b700ea2e690/farm_details[1],uuid:91c51c89-cf44-40df-bc57-5b700ea2e690/farm_details
2,6.0000000000,2,"",6,"",6.0000000000,2,"",1,"",Medium,Through yield,0,"","",2,1,0,"","","",1,"",2 3 6 7 8 9,"",1 2 5,"",0,0,"","",0,4 2,"",1,1,0,"",0,"",1,1,1,1,uuid:ae1cb240-e9eb-4346-bf51-a0245ad2a19f,uuid:ae1cb240-e9eb-4346-bf51-a0245ad2a19f/farm_details[1],uuid:ae1cb240-e9eb-4346-bf51-a0245ad2a19f/farm_details
2,1.0000000000,2,"",4,"",0.7500000000,2,"",1,"",Medium,By following APCNF methods,1,2,Black soil; sandy soil,2,1,0,"","","",1 2,"",2 4 6 7 8 9,"",3,"",0,1,100.0000000000,0.5000000000,0,2,"",0,"",1,1,0,"",0,"",0,0,uuid:8e9d64b8-bf27-4fa8-bae8-91a62aaec086,uuid:8e9d64b8-bf27-4fa8-bae8-91a62aaec086/farm_details[1],uuid:8e9d64b8-bf27-4fa8-bae8-91a62aaec086/farm_details
3,1.0000000000,2,"",4,"",1.0000000000,2,"",2,"",Low,Based on yield obtained,0,"","",2,2,0,"","","",15 16,Coffee,1 2 4 9,"",3 6,By using APCNF methods,0,0,"","",0,2 3,"",0,"",0,"",0,"",0,"",0,0,uuid:8e9d64b8-bf27-4fa8-bae8-91a62aaec086,uuid:8e9d64b8-bf27-4fa8-bae8-91a62aaec086/farm_details[2],uuid:8e9d64b8-bf27-4fa8-bae8-91a62aaec086/farm_details
1,0.5000000000,2,"",1,"",1.0000000000,2,"",1,"",Medium,Yield is good,0,"","",2,1,0,"","","",1,"",11 2,Usage of bore water(salt water),1 2,"",1,0,"","",0,4,"",1,1,0,"",0,"",1,1,0,0,uuid:33eda5e0-7c4c-4de2-9452-3b37fc27f590,uuid:33eda5e0-7c4c-4de2-9452-3b37fc27f590/farm_details[1],uuid:33eda5e0-7c4c-4de2-9452-3b37fc27f590/farm_details
1,0.5000000000,2,"",6,"",1.0000000000,2,"",1,"",Medium,Yield is good,0,"","",2,1,0,"","","",1,"",2,"",1 2,"",1,0,"","",0,4,"",1,1,0,"",0,"",1,1,1,1,uuid:33eda5e0-7c4c-4de2-9452-3b37fc27f590,uuid:33eda5e0-7c4c-4de2-9452-3b37fc27f590/farm_details[2],uuid:33eda5e0-7c4c-4de2-9452-3b37fc27f590/farm_details
2,0.5000000000,2,"",6,"",12.0000000000,2,"",1,"",Medium,Soil is porous,0,"","",2,1,0,"","","",1,"",2 8 7 6,"",2 1,"",1,0,"","",0,4,"",1,1,0,"",0,"",1,1,0,0,uuid:daa06db9-9f25-4cdf-acda-75b6b7e0821d,uuid:daa06db9-9f25-4cdf-acda-75b6b7e0821d/farm_details[1],uuid:daa06db9-9f25-4cdf-acda-75b6b7e0821d/farm_details
2,5.0000000000,2,"",6,"",12.0000000000,2,"",1,"",Medium,Soil texture,0,"","",2,1,0,"","","",1,"",2 6 7 8,"",1 2,"",1,0,"","",0,4,"",1,1,0,"",0,"",1,1,1,1,uuid:daa06db9-9f25-4cdf-acda-75b6b7e0821d,uuid:daa06db9-9f25-4cdf-acda-75b6b7e0821d/farm_details[2],uuid:daa06db9-9f25-4cdf-acda-75b6b7e0821d/farm_details
2,3.5000000000,2,"",6,"",12.0000000000,2,"",1,"",Medium,Soil texture,0,"","",2,1,0,"","","",1,"",2 6 7 8,"",1,"",0,0,"","",0,4,"",0,"",0,"",0,"",1,1,1,1,uuid:daa06db9-9f25-4cdf-acda-75b6b7e0821d,uuid:daa06db9-9f25-4cdf-acda-75b6b7e0821d/farm_details[3],uuid:daa06db9-9f25-4cdf-acda-75b6b7e0821d/farm_details
2,3.5000000000,2,"",6,"",12.0000000000,2,"",1,"",Medium,Soil texture,0,"","",2,1,0,"","","",1,"",2 7 6 8,"",1,"",0,0,"","",0,4,"",0,"",0,"",0,"",1,1,1,1,uuid:daa06db9-9f25-4cdf-acda-75b6b7e0821d,uuid:daa06db9-9f25-4cdf-acda-75b6b7e0821d/farm_details[4],uuid:daa06db9-9f25-4cdf-acda-75b6b7e0821d/farm_details
1,2.5000000000,2,"",2,"",2.5000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16,"Groundnut, tomato",6 7,"",2,"",1,0,"","",0,4,"",1,16,0,"",0,"",0,"",0,0,uuid:97e0130e-9c05-40fa-ae8b-92747cd94508,uuid:97e0130e-9c05-40fa-ae8b-92747cd94508/farm_details[1],uuid:97e0130e-9c05-40fa-ae8b-92747cd94508/farm_details
2,4.0000000000,2,"",2,"",4.0000000000,2,"",1,"",Medium,Based on soil colour,0,"","",2,2,0,"","","",7 10 16 8,"Castor, ground nut, green gram,",7 6,"",1 2,"",1,0,"","",0,2 4,"",1,16 8 7,0,"",0,"",1,8 16,0,1,uuid:329190ff-92ce-4751-85c7-302a95b0e3bf,uuid:329190ff-92ce-4751-85c7-302a95b0e3bf/farm_details[1],uuid:329190ff-92ce-4751-85c7-302a95b0e3bf/farm_details
2,2.0000000000,2,"",2,"",2.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,2,0,"","","",8 7 16,"Castor, groundnut",6 7,"",1 2,"",1,0,"","",0,2 4,"",1,16 8 7,0,"",0,"",1,8 7 16,0,1,uuid:329190ff-92ce-4751-85c7-302a95b0e3bf,uuid:329190ff-92ce-4751-85c7-302a95b0e3bf/farm_details[2],uuid:329190ff-92ce-4751-85c7-302a95b0e3bf/farm_details
1,5.0000000000,2,"",2,"",5.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16,"Groundnut, tomato",6 7,"",1 2,"",1,0,"","",0,4,"",1,16,0,"",0,"",1,16,0,1,uuid:5fbb50d9-7291-43a0-a983-ba771fee20f8,uuid:5fbb50d9-7291-43a0-a983-ba771fee20f8/farm_details[1],uuid:5fbb50d9-7291-43a0-a983-ba771fee20f8/farm_details
2,5.0000000000,2,"",2,"",5.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,2,0,"","","",16,"Tomato, groundnut",6 7,"",2 6,"Jeevamrutam, ghanajeevanrutam",1,0,"","",0,4,"",1,16,0,"",0,"",0,"",0,0,uuid:9081effe-cf75-4cdd-81a7-d7b5238574b1,uuid:9081effe-cf75-4cdd-81a7-d7b5238574b1/farm_details[1],uuid:9081effe-cf75-4cdd-81a7-d7b5238574b1/farm_details
2,5.0000000000,2,"",2,"",5.0000000000,2,"",1,"",Medium,Based on  soil colour,0,"","",2,1,0,"","","",16,"Ground nut, tomato",6 7,"",1 2,"",1,0,"","",0,4,"",1,16,0,"",0,"",1,16,0,1,uuid:b872e9e8-aff0-46bd-bf00-f6b14e7b5b24,uuid:b872e9e8-aff0-46bd-bf00-f6b14e7b5b24/farm_details[1],uuid:b872e9e8-aff0-46bd-bf00-f6b14e7b5b24/farm_details
2,3.0000000000,2,"",2,"",3.0000000000,2,"",1,"",Medium,Based on soil colour,0,"","",2,2,0,"","","",16,Ground nut,6 7,"",1 2,"",1,0,"","",0,4,"",1,16,0,"",0,"",1,16,0,1,uuid:b872e9e8-aff0-46bd-bf00-f6b14e7b5b24,uuid:b872e9e8-aff0-46bd-bf00-f6b14e7b5b24/farm_details[2],uuid:b872e9e8-aff0-46bd-bf00-f6b14e7b5b24/farm_details
2,2.0000000000,2,"",2,"",2.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,2,0,"","","",16,Tomato,6 7,"",2 4,"",1,0,"","",0,2,"",1,16,0,"",0,"",1,16,0,1,uuid:b872e9e8-aff0-46bd-bf00-f6b14e7b5b24,uuid:b872e9e8-aff0-46bd-bf00-f6b14e7b5b24/farm_details[3],uuid:b872e9e8-aff0-46bd-bf00-f6b14e7b5b24/farm_details
1,5.0000000000,2,"",2,"",5.0000000000,2,"",1,"",Low,Soil colour,0,"","",2,2,0,"","","",16,Groundnut tomato,6 7,"",1 2,"",1,0,"","",0,4,"",1,16,0,"",0,"",1,16,0,1,uuid:d0fc2e34-996b-46a5-9f53-aae2e6d05a3f,uuid:d0fc2e34-996b-46a5-9f53-aae2e6d05a3f/farm_details[1],uuid:d0fc2e34-996b-46a5-9f53-aae2e6d05a3f/farm_details
1,5.0000000000,2,"",2,"",5.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16,"Tomato, groundnut,castor",6 7,"",2 1,"",1,0,"","",0,4,"",1,16,0,"",0,"",1,16,0,1,uuid:18689e9d-505c-42cc-8393-6597008634ba,uuid:18689e9d-505c-42cc-8393-6597008634ba/farm_details[1],uuid:18689e9d-505c-42cc-8393-6597008634ba/farm_details
2,3.0000000000,2,"",1,"",3.0000000000,2,"",1,"",Medium,"Yield, colour",0,"","",2,1,0,"","","",1,"",6 7 8,"",1,"",0,0,"","",0,4 2,"",0,"",0,"",0,"",1,1,1,1,uuid:1062a772-b6d9-4185-9e13-95c9e62351ec,uuid:1062a772-b6d9-4185-9e13-95c9e62351ec/farm_details[1],uuid:1062a772-b6d9-4185-9e13-95c9e62351ec/farm_details
1,5.0000000000,2,"",2,"",5.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16 13 6 7 5 4 8 10 11,"Castor, Ground nut,chilli,tomato,greengram",6 7 8,"",2 5,"",1,0,"","",0,5,Incorporating into the field while ploughing,1,16 13 11 9 8 7 6 5 4,0,"",1,4 5 6 7 10 11 13 16,0,"",0,0,uuid:2bd8d63d-5cbe-4d70-8306-91a44c1b1f73,uuid:2bd8d63d-5cbe-4d70-8306-91a44c1b1f73/farm_details[1],uuid:2bd8d63d-5cbe-4d70-8306-91a44c1b1f73/farm_details
1,2.0000000000,2,"",2,"",3.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16,"Groundnut, tomato",6 7 8,"",1 2 5,"",1,0,"","",0,5,Incorporating into the field while ploughing,1,16,0,"",0,"",1,16,0,1,uuid:0460fe60-711e-49bd-8617-2dd3b26f772b,uuid:0460fe60-711e-49bd-8617-2dd3b26f772b/farm_details[1],uuid:0460fe60-711e-49bd-8617-2dd3b26f772b/farm_details
1,1.0000000000,2,"",6,"",1.0000000000,2,"",1,"",Medium,"Soil colour variation , earthworm presence",0,"","",2,1,0,"","","",1,"",1 2 3 8 7 6 9,"",2 5,"",0,0,"","",0,2 4,"",0,"",0,"",0,"",0,"",0,0,uuid:5db624a4-ccc2-40c3-be94-522980dc0134,uuid:5db624a4-ccc2-40c3-be94-522980dc0134/farm_details[1],uuid:5db624a4-ccc2-40c3-be94-522980dc0134/farm_details
1,3.0000000000,2,"",2,"",3.0000000000,2,"",1,"",Medium,Soil organisms,0,"","",2,2,0,"","","",16 7,"Groundnut, tomato",6 7 8,"",1 2 5,"",1,0,"","",0,5,Incorporating into the field while ploughing,1,16 7,0,"",0,"",1,16 7,0,1,uuid:8851e2b1-e05d-493d-b3e7-abe4fbebfce1,uuid:8851e2b1-e05d-493d-b3e7-abe4fbebfce1/farm_details[1],uuid:8851e2b1-e05d-493d-b3e7-abe4fbebfce1/farm_details
1,3.0000000000,2,"",2,"",3.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16,Groundnut tomato,6 7 8,"",1 2,"",1,0,"","",0,4,"",1,16,0,"",0,"",1,16,0,1,uuid:28d245ca-5946-4331-ba68-ffb638cdd5c4,uuid:28d245ca-5946-4331-ba68-ffb638cdd5c4/farm_details[1],uuid:28d245ca-5946-4331-ba68-ffb638cdd5c4/farm_details
2,2.0000000000,2,"",4,"",1.5000000000,2,"",1,"",Medium,"1.Based on the porosity of the soil
2. Based on the earthworms and 
earthworm castings present in the field",0,"","",2,2,0,"","","",1,"",1 2 6 7,"",3,"",0,1,50.0000000000,1.0000000000,0,2,"",0,"",1,1,0,"",0,"",0,0,uuid:4d209265-b6b0-43e0-a170-9cf571813919,uuid:4d209265-b6b0-43e0-a170-9cf571813919/farm_details[1],uuid:4d209265-b6b0-43e0-a170-9cf571813919/farm_details
3,1.0000000000,2,"",4,"",1.0000000000,2,"",3,"",Low,"1. Crevices present in the soil.
2. Based on the soil colour
3. Water porosity capacity",1,2,Black and red type soils,1,2,1,1,2 3,We are arranging bunds with stones,16,Casuarina plantation,1 2 8,"",3,"",0,0,"","",0,5,No wastage till now. But the leaves fallen will be used as compost when they dry,0,"",0,"",0,"",0,"",0,0,uuid:4d209265-b6b0-43e0-a170-9cf571813919,uuid:4d209265-b6b0-43e0-a170-9cf571813919/farm_details[2],uuid:4d209265-b6b0-43e0-a170-9cf571813919/farm_details
2,2.0000000000,2,"",4,"",2.0000000000,2,"",1,"",Medium,Based on soil colour and porosity capacity of the soil,1,2,Black and red type soils,1,2,1,1,3,"",2 14 5 16,"Groundnut, Mari gold ,little millet",1 4 2 9,"",3,"",1,0,"","",0,2,"",0,"",1,2 5 14 16,0,"",0,"",0,0,uuid:4d209265-b6b0-43e0-a170-9cf571813919,uuid:4d209265-b6b0-43e0-a170-9cf571813919/farm_details[3],uuid:4d209265-b6b0-43e0-a170-9cf571813919/farm_details
2,5.0000000000,2,"",2,"",5.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,2,0,"","","",16,Ground nut tomato,7 6,"",2 6,"Jeevamrutam, ghanajeevanrutam",1,0,"","",0,5,Incorporating into the field,1,16,0,"",0,"",0,"",0,0,uuid:b0ae9fce-8d92-4a2d-ac8a-a1ed14337d02,uuid:b0ae9fce-8d92-4a2d-ac8a-a1ed14337d02/farm_details[1],uuid:b0ae9fce-8d92-4a2d-ac8a-a1ed14337d02/farm_details
1,5.0000000000,2,"",2,"",5.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,2,0,"","","",16,Groundnut tomato,6 7 8,"",1 2,"",1,0,"","",0,5,Incorporating into the field while ploughing,1,16,0,"",0,"",1,16,0,1,uuid:938befd2-6655-455e-9eb5-fa72687e5af3,uuid:938befd2-6655-455e-9eb5-fa72687e5af3/farm_details[1],uuid:938befd2-6655-455e-9eb5-fa72687e5af3/farm_details
1,3.0000000000,2,"",2,"",3.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,2,0,"","","",16,Groundnut tomato,6 7 8,"",1 2,"",1,0,"","",0,5,Incorporating into the field while ploughing,1,16,0,"",0,"",1,16,0,1,uuid:938befd2-6655-455e-9eb5-fa72687e5af3,uuid:938befd2-6655-455e-9eb5-fa72687e5af3/farm_details[2],uuid:938befd2-6655-455e-9eb5-fa72687e5af3/farm_details
2,3.5000000000,2,"",2,"",3.5000000000,2,"",1,"",Medium,Soil colour,0,"","",2,2,0,"","","",16,"Tomato, ground nut",6 7,"",2 1,"",1,0,"","",0,2,"",1,16,0,"",0,"",1,16,0,1,uuid:7c36b58c-7efb-4abd-a4a8-f3280b79789f,uuid:7c36b58c-7efb-4abd-a4a8-f3280b79789f/farm_details[1],uuid:7c36b58c-7efb-4abd-a4a8-f3280b79789f/farm_details
2,5.0000000000,2,"",2,"",5.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,2,0,"","","",6 16,"Tomato, groundnut,chilli",6 7,"",2 6,"Jeevamrutam, ghanajeevanrutam",1,0,"","",1,2,"",1,16 6,0,"",0,"",0,"",0,0,uuid:d0455367-3ff3-4dd2-9d2b-8ea71b956a73,uuid:d0455367-3ff3-4dd2-9d2b-8ea71b956a73/farm_details[1],uuid:d0455367-3ff3-4dd2-9d2b-8ea71b956a73/farm_details
2,1.0000000000,2,"",4,"",1.0000000000,2,"",1 2,"",Medium,Based on soil colour and porosity capacity of the soil,1,2,Red soils and black soils,1,2,1,1,3,"",1 2 14 16,Pippali,1 2 4 6 7 8 9,"",3 4 5,"",0,0,"","",0,2,"",0,"",1,1 2 14 16,0,"",0,"",0,0,uuid:426917cb-359f-43f2-bc51-ce1d39f675e5,uuid:426917cb-359f-43f2-bc51-ce1d39f675e5/farm_details[1],uuid:426917cb-359f-43f2-bc51-ce1d39f675e5/farm_details
1,5.0000000000,2,"",2,"",5.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16,Groundnut tomato,6 7,"",2 1,"",1,0,"","",0,2 4,"",1,16,0,"",0,"",1,16,0,1,uuid:f6abe934-0af9-4277-8f4f-fd9d5d2c89e4,uuid:f6abe934-0af9-4277-8f4f-fd9d5d2c89e4/farm_details[1],uuid:f6abe934-0af9-4277-8f4f-fd9d5d2c89e4/farm_details
2,7.5000000000,2,"",2,"",7.5000000000,2,"",1,"",Medium,Soil colour,0,"","",2,2,0,"","","",16,"Ground nut, tomato",6 7,"",6 2,Jeevamrutam ghanajeevanrutam,1,0,"","",0,5,Incorporating into the field,1,16,0,"",0,"",0,"",0,0,uuid:03161c17-363e-4e04-bc0d-63cfc50deddf,uuid:03161c17-363e-4e04-bc0d-63cfc50deddf/farm_details[1],uuid:03161c17-363e-4e04-bc0d-63cfc50deddf/farm_details
1,5.0000000000,2,"",2,"",5.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16,"Groundnut, tomato",6 7 8,"",1 2 5,"",1,0,"","",0,5,Incorporating into the field while ploughing,1,16,0,"",0,"",1,16,0,1,uuid:192504d8-4f8e-4234-8786-84b74b463416,uuid:192504d8-4f8e-4234-8786-84b74b463416/farm_details[1],uuid:192504d8-4f8e-4234-8786-84b74b463416/farm_details
1,2.5000000000,2,"",2,"",2.5000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16,"Tomato, groundnut, castor",6 7 8 3,"",5 2 1,"",1,0,"","",0,4,"",1,16,0,"",0,"",1,16,0,1,uuid:44ddda3b-1146-4ed4-a83b-fa1e02b75348,uuid:44ddda3b-1146-4ed4-a83b-fa1e02b75348/farm_details[1],uuid:44ddda3b-1146-4ed4-a83b-fa1e02b75348/farm_details
2,5.0000000000,2,"",2,"",5.0000000000,2,"",1,"",Medium,Based on soil colour,0,"","",2,1,0,"","","",16,Ground nut,7 6 8 3,"",1 2,"",1,0,"","",0,2 5,Incorporating into the field while ploughing the land.,1,16,0,"",0,"",1,16,0,1,uuid:1260bcf8-3526-42e1-a9f5-b0dda02ee220,uuid:1260bcf8-3526-42e1-a9f5-b0dda02ee220/farm_details[1],uuid:1260bcf8-3526-42e1-a9f5-b0dda02ee220/farm_details
2,1.0000000000,2,"",4,"",0.5000000000,2,"",1,"",Medium,Based on the earthworms present in the field and earthworms castings present in the field,0,"","",1,2,0,"","","",1,"",1 2 3 4 6 7,"",3,"",0,1,50.0000000000,1.0000000000,0,2,"",0,"",1,1,0,"",0,"",0,0,uuid:bcf8756b-dccc-4115-97c6-32a28750098b,uuid:bcf8756b-dccc-4115-97c6-32a28750098b/farm_details[1],uuid:bcf8756b-dccc-4115-97c6-32a28750098b/farm_details
3,2.0000000000,2,"",4,"",0.8000000000,2,"",1,"",Medium,Based on soil colour and porosity of the soil,1,2,Black soils; red soils,1,2,1,1,3,"",2 5 14 16,Pippali,1 2 3 4 8,"",3 4,"",1,1,60.0000000000,1.0000000000,0,2,"",0,"",1,2 14,0,"",0,"",0,0,uuid:bcf8756b-dccc-4115-97c6-32a28750098b,uuid:bcf8756b-dccc-4115-97c6-32a28750098b/farm_details[2],uuid:bcf8756b-dccc-4115-97c6-32a28750098b/farm_details
2,2.0000000000,2,"",4,"",2.0000000000,2,"",1,"",Medium,Based on the porosity of the soil and colour of the soil,1,2,Black and red soils,1,2,1,1,3,"",2 14 16,Pippali,1 3 4,"",3,"",1,0,"","",0,2,"",0,"",1,2 14,0,"",0,"",0,0,uuid:5d48bed7-6fca-43cd-beab-501b39bef832,uuid:5d48bed7-6fca-43cd-beab-501b39bef832/farm_details[1],uuid:5d48bed7-6fca-43cd-beab-501b39bef832/farm_details
2,1.0000000000,2,"",4,"",0.5000000000,2,"",1,"",Medium,Based on the earthworms and earthworms castings present in the field.,1,2,Black and red Soils,1,2,0,"","","",1,"",1 2 4 3 6 7,"",3,"",0,1,50.0000000000,1.0000000000,0,2,"",0,"",1,1,0,"",0,"",0,0,uuid:5d48bed7-6fca-43cd-beab-501b39bef832,uuid:5d48bed7-6fca-43cd-beab-501b39bef832/farm_details[2],uuid:5d48bed7-6fca-43cd-beab-501b39bef832/farm_details
1,4.0000000000,2,"",2,"",4.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16,"Groundnut, tomato",6 7 8,"",1 2 5,"",1,0,"","",0,5,Incorporating into the field while ploughing,1,16,0,"",0,"",1,16,0,1,uuid:f3897662-3607-4524-8519-574f05b4a9f7,uuid:f3897662-3607-4524-8519-574f05b4a9f7/farm_details[1],uuid:f3897662-3607-4524-8519-574f05b4a9f7/farm_details
2,7.0000000000,2,"",4,"",3.0000000000,2,"",1,"",Medium,"Based on soil colour, based on the yield",1,2,"Black soils, sandy soil",2,1,0,"","","",1 2 6 14 10 16,Pippali,2 4 8,"",3 4 5 6,By using APCNF methods,1,1,70.0000000000,0.5000000000,0,2,"",0,"",1,1 14,0,"",0,"",0,0,uuid:7b10bc34-505a-4265-80b3-04d2ca09571e,uuid:7b10bc34-505a-4265-80b3-04d2ca09571e/farm_details[1],uuid:7b10bc34-505a-4265-80b3-04d2ca09571e/farm_details
3,2.0000000000,2,"",4,"",1.5000000000,2,"",2,"",Low,Based on soil colour and yield obtained,0,"","",2,2,0,"","","",15 16,Coffee,2 1 4 8 9,"",6,By using APCNF methods,0,0,"","",0,3 2,"",0,"",0,"",0,"",0,"",0,0,uuid:7b10bc34-505a-4265-80b3-04d2ca09571e,uuid:7b10bc34-505a-4265-80b3-04d2ca09571e/farm_details[2],uuid:7b10bc34-505a-4265-80b3-04d2ca09571e/farm_details
1,2.5000000000,2,"",2,"",2.5000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16,"Tomato, groundnut",6 7 8,"",1 2 5,"",1,0,"","",0,2,"",1,16,0,"",0,"",1,16,0,1,uuid:dcd843f3-4a45-4232-a758-8eff7baaad04,uuid:dcd843f3-4a45-4232-a758-8eff7baaad04/farm_details[1],uuid:dcd843f3-4a45-4232-a758-8eff7baaad04/farm_details
1,2.0000000000,2,"",2,"",2.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16,"Groundnut, tomato",6 7 8,"",2 1 5,"",1,0,"","",0,5,Incorporating into the field while ploughing,1,16,0,"",0,"",1,16,0,1,uuid:593f6c47-b045-4706-8a6f-3f077937c03f,uuid:593f6c47-b045-4706-8a6f-3f077937c03f/farm_details[1],uuid:593f6c47-b045-4706-8a6f-3f077937c03f/farm_details
1,3.5000000000,2,"",2,"",3.5000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16,"Tomato, groundnut",7 6 8,"",1 2 5,"",1,0,"","",0,4,"",1,16,0,"",0,"",1,16,0,1,uuid:08734aaf-62c2-4510-bc4c-dda1fe05d2ea,uuid:08734aaf-62c2-4510-bc4c-dda1fe05d2ea/farm_details[1],uuid:08734aaf-62c2-4510-bc4c-dda1fe05d2ea/farm_details
2,2.0000000000,2,"",6,"",2.0000000000,2,"",1,"",Medium,Through yield and disease attack,0,"","",2,1,1,1,3,"",1,"",7 6 8 9 2,"",1 5 2,"",0,0,"","",0,2,"",1,1,1,1,0,"",1,1,1,1,uuid:a6f7a6aa-cee9-47a2-974f-8b1a2a8bfb67,uuid:a6f7a6aa-cee9-47a2-974f-8b1a2a8bfb67/farm_details[1],uuid:a6f7a6aa-cee9-47a2-974f-8b1a2a8bfb67/farm_details
